lon,lat,stops_nearby,pois_nearby,pop_density,accessibility_score,accessibility_category
108.80380020000013,1.4995944999999997,0,0,0.0,0.175,Very Low
109.00380020000014,1.4995944999999997,0,0,0.0,0.175,Very Low
109.20380020000013,1.4995944999999997,0,0,0.0,0.175,Very Low
109.40380020000015,1.4995944999999997,0,0,0.0,0.175,Very Low
109.60380020000014,1.4995944999999997,0,0,20.069057668281708,0.175,Very Low
109.80380020000015,1.4995944999999997,0,0,26.28571448770163,0.175,Very Low
110.00380020000014,1.4995944999999997,0,0,49.67071071847073,0.175,Very Low
110.20380020000016,1.4995944999999997,0,0,385.9791605655964,0.175,Very Low
110.40380020000015,1.4995944999999997,0,9,477.74232570123496,0.3325,Low
110.60380020000017,1.4995944999999997,0,0,144.26886684219895,0.175,Very Low
110.80380020000015,1.4995944999999997,0,0,36.72345923696709,0.175,Very Low
111.00380020000017,1.4995944999999997,0,0,17.259575138241484,0.175,Very Low
111.20380020000016,1.4995944999999997,0,0,24.695753501481153,0.175,Very Low
111.40380020000018,1.4995944999999997,0,0,33.871941375795245,0.175,Very Low
111.60380020000017,1.4995944999999997,0,0,23.719881866788842,0.175,Very Low
111.80380020000018,1.4995944999999997,0,0,9.037301208151298,0.175,Very Low
112.00380020000017,1.4995944999999997,0,0,3.959599533435813,0.175,Very Low
112.20380020000019,1.4995944999999997,0,0,2.0096496243812747,0.175,Very Low
112.40380020000018,1.4995944999999997,0,0,2.4854060404117293,0.175,Very Low
112.6038002000002,1.4995944999999997,0,0,2.973663141343103,0.175,Very Low
112.80380020000018,1.4995944999999997,0,0,2.28072435975535,0.175,Very Low
113.0038002000002,1.4995944999999997,0,0,2.101271214464615,0.175,Very Low
113.20380020000019,1.4995944999999997,0,0,2.2737879383536206,0.175,Very Low
113.4038002000002,1.4995944999999997,0,0,2.126627222554612,0.175,Very Low
113.6038002000002,1.4995944999999997,0,0,1.9747351405905083,0.175,Very Low
113.80380020000021,1.4995944999999997,0,0,1.8542909847104194,0.175,Very Low
114.0038002000002,1.4995944999999997,0,0,1.8389972740147196,0.175,Very Low
114.20380020000022,1.4995944999999997,0,0,2.4762373803641555,0.175,Very Low
114.4038002000002,1.4995944999999997,0,0,3.2015427181090432,0.175,Very Low
114.60380020000022,1.4995944999999997,0,0,3.2811152457263217,0.175,Very Low
114.80380020000021,1.4995944999999997,0,0,2.5573863144648277,0.175,Very Low
115.00380020000023,1.4995944999999997,0,0,0.0,0.175,Very Low
115.20380020000022,1.4995944999999997,0,0,0.0,0.175,Very Low
115.40380020000023,1.4995944999999997,0,0,0.0,0.175,Very Low
115.60380020000022,1.4995944999999997,0,0,0.0,0.175,Very Low
115.80380020000024,1.4995944999999997,0,0,0.0,0.175,Very Low
116.00380020000023,1.4995944999999997,0,0,0.0,0.175,Very Low
116.20380020000025,1.4995944999999997,0,0,0.0,0.175,Very Low
116.40380020000023,1.4995944999999997,0,0,0.0,0.175,Very Low
