date,total_ridership,fuel_ron95,rainfall_mm,modal_shift_signal
2019-07-19,823344,2.08,51.85156675510204,0
2019-07-20,448442,2.08,51.85156675510204,0
2019-07-21,364326,2.08,58.521117414965985,0
2019-07-22,748266,2.08,58.521117414965985,0
2019-07-23,758100,2.08,58.521117414965985,0
2019-07-24,762343,2.08,58.521117414965985,0
2019-07-25,775348,2.08,58.521117414965985,0
2019-07-26,836630,2.08,58.521117414965985,0
2019-07-27,523319,2.08,58.521117414965985,0
2019-07-28,393497,2.08,58.521117414965985,0
2019-07-29,728011,2.08,58.521117414965985,0
2019-07-30,399930,2.08,58.521117414965985,0
2019-07-31,765310,2.08,58.521117414965985,0
2019-08-01,769888,2.08,46.431382340136054,0
2019-08-02,818007,2.08,46.431382340136054,0
2019-08-03,461922,2.08,46.431382340136054,0
2019-08-04,375355,2.08,46.431382340136054,0
2019-08-05,762447,2.08,46.431382340136054,0
2019-08-06,767025,2.08,46.431382340136054,0
2019-08-07,777116,2.08,46.431382340136054,0
2019-08-08,792698,2.08,46.431382340136054,0
2019-08-09,852582,2.08,46.431382340136054,0
2019-08-10,438400,2.08,46.431382340136054,0
2019-08-11,392452,2.08,53.68051027210884,0
2019-08-12,385019,2.08,53.68051027210884,0
2019-08-13,699920,2.08,53.68051027210884,0
2019-08-14,749364,2.08,53.68051027210884,0
2019-08-15,772097,2.08,53.68051027210884,0
2019-08-16,786169,2.08,53.68051027210884,0
2019-08-17,456580,2.08,53.68051027210884,0
2019-08-18,358788,2.08,53.68051027210884,0
2019-08-19,745007,2.08,53.68051027210884,0
2019-08-20,750962,2.08,53.68051027210884,0
2019-08-21,759025,2.08,68.20623931972789,0
2019-08-22,773564,2.08,68.20623931972789,0
2019-08-23,807491,2.08,68.20623931972789,0
2019-08-24,453490,2.08,68.20623931972789,0
2019-08-25,370204,2.08,68.20623931972789,0
2019-08-26,748703,2.08,68.20623931972789,0
2019-08-27,756255,2.08,68.20623931972789,0
2019-08-28,762633,2.08,68.20623931972789,0
2019-08-29,771382,2.08,68.20623931972789,0
2019-08-30,844712,2.08,68.20623931972789,0
2019-08-31,461540,2.08,68.20623931972789,0
2019-09-01,386806,2.08,50.69672190476191,0
2019-09-02,372398,2.08,50.69672190476191,0
2019-09-03,731281,2.08,50.69672190476191,0
2019-09-04,745343,2.08,50.69672190476191,0
2019-09-05,752264,2.08,50.69672190476191,0
2019-09-06,828573,2.08,50.69672190476191,0
2019-09-07,476224,2.08,50.69672190476191,0
2019-09-08,423888,2.08,50.69672190476191,0
2019-09-09,375679,2.08,50.69672190476191,0
2019-09-10,768662,2.08,50.69672190476191,0
2019-09-11,752979,2.08,62.608453510204086,0
2019-09-12,762472,2.08,62.608453510204086,0
2019-09-13,824340,2.08,62.608453510204086,0
2019-09-14,462820,2.08,62.608453510204086,0
2019-09-15,388996,2.08,62.608453510204086,0
2019-09-16,372089,2.08,62.608453510204086,0
2019-09-17,732720,2.08,62.608453510204086,0
2019-09-18,740415,2.08,62.608453510204086,0
2019-09-19,724312,2.08,62.608453510204086,0
2019-09-20,765014,2.08,62.608453510204086,0
2019-09-21,432181,2.08,62.114183326530615,0
2019-09-22,348945,2.08,62.114183326530615,0
2019-09-23,726737,2.08,62.114183326530615,0
2019-09-24,742141,2.08,62.114183326530615,0
2019-09-25,752481,2.08,62.114183326530615,0
2019-09-26,765992,2.08,62.114183326530615,0
2019-09-27,828935,2.08,62.114183326530615,0
2019-09-28,483043,2.08,62.114183326530615,0
2019-09-29,414890,2.08,62.114183326530615,0
2019-09-30,748998,2.08,62.114183326530615,0
2019-10-01,765283,2.08,89.43918085714286,1
2019-10-02,776225,2.08,89.43918085714286,1
2019-10-03,779199,2.08,89.43918085714286,1
2019-10-04,844695,2.08,89.43918085714286,1
2019-10-05,491286,2.08,89.43918085714286,1
2019-10-06,410631,2.08,89.43918085714286,1
2019-10-07,769906,2.08,89.43918085714286,1
2019-10-08,779814,2.08,89.43918085714286,1
2019-10-09,796473,2.08,89.43918085714286,1
2019-10-10,800121,2.08,89.43918085714286,1
2019-10-11,864066,2.08,103.49002242857142,1
2019-10-12,489350,2.08,103.49002242857142,1
2019-10-13,407609,2.08,103.49002242857142,1
2019-10-14,783094,2.08,103.49002242857142,1
2019-10-15,790371,2.08,103.49002242857142,1
2019-10-16,793678,2.08,103.49002242857142,1
2019-10-17,799263,2.08,103.49002242857142,1
2019-10-18,848306,2.08,103.49002242857142,1
2019-10-19,474387,2.08,103.49002242857142,1
2019-10-20,407436,2.08,103.49002242857142,1
2019-10-21,769932,2.08,115.40658957823129,1
2019-10-22,783351,2.08,115.40658957823129,1
2019-10-23,796939,2.08,115.40658957823129,1
2019-10-24,820244,2.08,115.40658957823129,1
2019-10-25,868127,2.08,115.40658957823129,1
2019-10-26,464521,2.08,115.40658957823129,1
2019-10-27,413653,2.08,115.40658957823129,1
2019-10-28,378563,2.08,115.40658957823129,1
2019-10-29,723385,2.08,115.40658957823129,1
2019-10-30,763143,2.08,115.40658957823129,1
2019-10-31,776081,2.08,115.40658957823129,1
2019-11-01,832457,2.08,92.03430740136054,1
2019-11-02,525890,2.08,92.03430740136054,1
2019-11-03,417567,2.08,92.03430740136054,1
2019-11-04,779208,2.08,92.03430740136054,1
2019-11-05,783831,2.08,92.03430740136054,1
2019-11-06,790468,2.08,92.03430740136054,1
2019-11-07,799297,2.08,92.03430740136054,1
2019-11-08,836298,2.08,92.03430740136054,1
2019-11-09,466728,2.08,92.03430740136054,1
2019-11-10,413948,2.08,92.03430740136054,1
2019-11-11,777041,2.08,83.56709137414965,1
2019-11-12,779354,2.08,83.56709137414965,1
2019-11-13,789982,2.08,83.56709137414965,1
2019-11-14,822615,2.08,83.56709137414965,1
2019-11-15,847202,2.08,83.56709137414965,1
2019-11-16,471449,2.08,83.56709137414965,1
2019-11-17,402857,2.08,83.56709137414965,1
2019-11-18,774630,2.08,83.56709137414965,1
2019-11-19,844484,2.08,83.56709137414965,1
2019-11-20,792760,2.08,83.56709137414965,1
2019-11-21,786099,2.08,124.21583666666666,1
2019-11-22,828186,2.08,124.21583666666666,1
2019-11-23,475680,2.08,124.21583666666666,1
2019-11-24,400193,2.08,124.21583666666666,1
2019-11-25,765525,2.08,124.21583666666666,1
2019-11-26,777203,2.08,124.21583666666666,1
2019-11-27,796541,2.08,124.21583666666666,1
2019-11-28,801279,2.08,124.21583666666666,1
2019-11-29,853397,2.08,124.21583666666666,1
2019-11-30,506138,2.08,124.21583666666666,1
2019-12-01,439659,2.08,118.39434874489795,1
2019-12-02,777385,2.08,118.39434874489795,1
2019-12-03,787062,2.08,118.39434874489795,1
2019-12-04,776690,2.08,118.39434874489795,1
2019-12-05,798942,2.08,118.39434874489795,1
2019-12-06,839859,2.08,118.39434874489795,1
2019-12-07,535386,2.08,118.39434874489795,1
2019-12-08,450573,2.08,118.39434874489795,1
2019-12-09,777119,2.08,118.39434874489795,1
2019-12-10,785150,2.08,118.39434874489795,1
2019-12-11,774415,2.08,141.50394642176872,1
2019-12-12,797093,2.08,141.50394642176872,1
2019-12-13,816359,2.08,141.50394642176872,1
2019-12-14,495545,2.08,141.50394642176872,1
2019-12-15,422687,2.08,141.50394642176872,1
2019-12-16,759967,2.08,141.50394642176872,1
2019-12-17,773954,2.08,141.50394642176872,1
2019-12-18,791543,2.08,141.50394642176872,1
2019-12-19,789042,2.08,141.50394642176872,1
2019-12-20,838386,2.08,141.50394642176872,1
2019-12-21,555854,2.08,64.98335916734693,0
2019-12-22,465604,2.08,64.98335916734693,0
2019-12-23,750447,2.08,64.98335916734693,0
2019-12-24,765639,2.08,64.98335916734693,0
2019-12-25,492597,2.08,64.98335916734693,0
2019-12-26,697407,2.08,64.98335916734693,0
2019-12-27,724014,2.08,64.98335916734693,0
2019-12-28,446785,2.08,64.98335916734693,0
2019-12-29,394461,2.08,64.98335916734693,0
2019-12-30,696345,2.08,64.98335916734693,0
2019-12-31,891594,2.08,64.98335916734693,0
2020-01-01,447279,2.08,51.37650362312925,0
2020-01-02,713618,2.08,51.37650362312925,0
2020-01-03,759523,2.08,51.37650362312925,0
2020-01-04,431041,2.08,51.37650362312925,0
2020-01-05,368683,2.08,51.37650362312925,0
2020-01-06,771678,2.08,51.37650362312925,0
2020-01-07,785231,2.08,51.37650362312925,0
2020-01-08,795130,2.08,51.37650362312925,0
2020-01-09,800330,2.08,51.37650362312925,0
2020-01-10,850735,2.08,51.37650362312925,0
2020-01-11,476384,2.08,54.924412716326536,0
2020-01-12,407279,2.08,54.924412716326536,0
2020-01-13,800119,2.08,54.924412716326536,0
2020-01-14,804890,2.08,54.924412716326536,0
2020-01-15,801159,2.08,54.924412716326536,0
2020-01-16,814218,2.08,54.924412716326536,0
2020-01-17,862900,2.08,54.924412716326536,0
2020-01-18,492871,2.08,54.924412716326536,0
2020-01-19,408840,2.08,54.924412716326536,0
2020-01-20,806286,2.08,54.924412716326536,0
2020-01-21,809591,2.08,41.90798768095238,0
2020-01-22,829945,2.08,41.90798768095238,0
2020-01-23,765947,2.08,41.90798768095238,0
2020-01-24,605827,2.08,41.90798768095238,0
2020-01-25,381448,2.08,41.90798768095238,0
2020-01-26,351228,2.08,41.90798768095238,0
2020-01-27,333062,2.08,41.90798768095238,0
2020-01-28,591514,2.08,41.90798768095238,0
2020-01-29,625204,2.08,41.90798768095238,0
2020-01-30,687993,2.08,41.90798768095238,0
2020-01-31,697997,2.08,41.90798768095238,0
2020-02-01,367747,2.08,56.904758231292526,0
2020-02-02,337930,2.08,56.904758231292526,0
2020-02-03,752950,2.08,56.904758231292526,0
2020-02-04,768948,2.08,56.904758231292526,0
2020-02-05,774680,2.08,56.904758231292526,0
2020-02-06,784810,2.08,56.904758231292526,0
2020-02-07,795399,2.08,56.904758231292526,0
2020-02-08,406171,2.04,56.904758231292526,0
2020-02-09,374316,2.04,56.904758231292526,0
2020-02-10,769817,2.04,56.904758231292526,0
2020-02-11,775966,2.04,77.1804049047619,0
2020-02-12,780105,2.04,77.1804049047619,0
2020-02-13,783135,2.04,77.1804049047619,0
2020-02-14,846273,2.04,77.1804049047619,0
2020-02-15,436071,2.06,77.1804049047619,0
2020-02-16,360514,2.06,77.1804049047619,0
2020-02-17,767802,2.06,77.1804049047619,0
2020-02-18,769620,2.06,77.1804049047619,0
2020-02-19,776510,2.06,77.1804049047619,0
2020-02-20,784648,2.06,77.1804049047619,0
2020-02-21,823417,2.06,15.788269657142857,0
2020-02-22,431655,2.08,15.788269657142857,0
2020-02-23,351785,2.08,15.788269657142857,0
2020-02-24,758651,2.08,15.788269657142857,0
2020-02-25,768565,2.08,15.788269657142857,0
2020-02-26,773562,2.08,15.788269657142857,0
2020-02-27,778858,2.08,15.788269657142857,0
2020-02-28,834993,2.08,15.788269657142857,0
2020-02-29,459328,2.08,15.788269657142857,0
2020-03-01,383226,2.08,53.877811253061225,0
2020-03-02,768480,2.08,53.877811253061225,0
2020-03-03,772986,2.08,53.877811253061225,0
2020-03-04,773482,2.08,53.877811253061225,0
2020-03-05,768796,2.08,53.877811253061225,0
2020-03-06,802830,2.08,53.877811253061225,0
2020-03-07,401519,1.89,53.877811253061225,0
2020-03-08,354378,1.89,53.877811253061225,0
2020-03-09,731499,1.89,53.877811253061225,0
2020-03-10,736158,1.89,53.877811253061225,0
2020-03-11,726641,1.89,37.49815454829932,0
2020-03-12,714085,1.89,37.49815454829932,0
2020-03-13,736063,1.89,37.49815454829932,0
2020-03-14,331113,1.82,37.49815454829932,0
2020-03-15,275025,1.82,37.49815454829932,0
2020-03-16,586271,1.82,37.49815454829932,0
2020-03-17,524986,1.82,37.49815454829932,0
2022-01-01,384122,1.82,89.61354429319728,0
2022-01-02,327878,1.82,89.61354429319728,0
2022-01-03,494486,1.82,89.61354429319728,0
2022-01-04,503110,1.82,89.61354429319728,0
2022-01-05,508754,1.82,89.61354429319728,0
2022-01-06,506953,2.05,89.61354429319728,0
2022-01-07,519304,2.05,89.61354429319728,0
2022-01-08,374793,2.05,89.61354429319728,0
2022-01-09,336859,2.05,89.61354429319728,0
2022-01-10,535564,2.05,89.61354429319728,0
2022-01-11,535507,2.05,48.86933938367347,0
2022-01-12,534945,2.05,48.86933938367347,0
2022-01-13,528262,2.05,48.86933938367347,0
2022-01-14,535769,2.05,48.86933938367347,0
2022-01-15,366020,2.05,48.86933938367347,0
2022-01-16,324608,2.05,48.86933938367347,0
2022-01-17,516943,2.05,48.86933938367347,0
2022-01-18,318573,2.05,48.86933938367347,0
2022-01-19,543777,2.05,48.86933938367347,0
2022-01-20,538186,2.05,48.86933938367347,0
2022-01-21,548248,2.05,61.84422342789115,0
2022-01-22,298515,2.05,61.84422342789115,0
2022-01-23,309614,2.05,61.84422342789115,0
2022-01-24,533153,2.05,61.84422342789115,0
2022-01-25,543378,2.05,61.84422342789115,0
2022-01-26,549772,2.05,61.84422342789115,0
2022-01-27,541508,2.05,61.84422342789115,0
2022-01-28,555050,2.05,61.84422342789115,0
2022-01-29,364472,2.05,61.84422342789115,0
2022-01-30,330092,2.05,61.84422342789115,0
2022-01-31,420403,2.05,61.84422342789115,0
2022-02-01,361490,2.05,121.57310244217688,0
2022-02-02,310805,2.05,121.57310244217688,0
2022-02-03,341320,2.05,121.57310244217688,0
2022-02-04,389174,2.05,121.57310244217688,0
2022-02-05,303702,2.05,121.57310244217688,0
2022-02-06,280404,2.05,121.57310244217688,0
2022-02-07,497134,2.05,121.57310244217688,0
2022-02-08,491720,2.05,121.57310244217688,0
2022-02-09,478719,2.05,121.57310244217688,0
2022-02-10,466654,2.05,121.57310244217688,0
2022-02-11,475395,2.05,108.49449543537415,0
2022-02-12,321872,2.05,108.49449543537415,0
2022-02-13,293346,2.05,108.49449543537415,0
2022-02-14,472738,2.05,108.49449543537415,0
2022-02-15,464624,2.05,108.49449543537415,0
2022-02-16,465930,2.05,108.49449543537415,0
2022-02-17,454532,2.05,108.49449543537415,0
2022-02-18,452013,2.05,108.49449543537415,0
2022-02-19,315236,2.05,108.49449543537415,0
2022-02-20,276527,2.05,108.49449543537415,0
2022-02-21,445209,2.05,113.13984759863945,0
2022-02-22,443064,2.05,113.13984759863945,0
2022-02-23,444199,2.05,113.13984759863945,0
2022-02-24,426701,2.05,113.13984759863945,0
2022-02-25,439683,2.05,113.13984759863945,0
2022-02-26,316990,2.05,113.13984759863945,0
2022-02-27,285113,2.05,113.13984759863945,0
2022-02-28,438438,2.05,113.13984759863945,0
2022-03-01,440949,2.05,115.98686140136054,0
2022-03-02,449362,2.05,115.98686140136054,0
2022-03-03,444163,2.05,115.98686140136054,0
2022-03-04,441115,2.05,115.98686140136054,0
2022-03-05,315504,2.05,115.98686140136054,0
2022-03-06,313930,2.05,115.98686140136054,0
2022-03-07,468877,2.05,115.98686140136054,0
2022-03-08,455547,2.05,115.98686140136054,0
2022-03-09,465100,2.05,115.98686140136054,0
2022-03-10,460586,2.05,115.98686140136054,0
2022-03-11,459742,2.05,74.30199589115647,0
2022-03-12,332483,2.05,74.30199589115647,0
2022-03-13,313883,2.05,74.30199589115647,0
2022-03-14,457486,2.05,74.30199589115647,0
2022-03-15,460744,2.05,74.30199589115647,0
2022-03-16,467035,2.05,74.30199589115647,0
2022-03-17,462232,2.05,74.30199589115647,0
2022-03-18,476104,2.05,74.30199589115647,0
2022-03-19,355472,2.05,74.30199589115647,0
2022-03-20,321051,2.05,74.30199589115647,0
2022-03-21,460091,2.05,95.67365835374149,0
2022-03-22,461100,2.05,95.67365835374149,0
2022-03-23,475667,2.05,95.67365835374149,0
2022-03-24,474450,2.05,95.67365835374149,0
2022-03-25,501295,2.05,95.67365835374149,0
2022-03-26,382398,2.05,95.67365835374149,0
2022-03-27,345233,2.05,95.67365835374149,0
2022-03-28,485451,2.05,95.67365835374149,0
2022-03-29,492905,2.05,95.67365835374149,0
2022-03-30,513299,2.05,95.67365835374149,0
2022-03-31,523801,2.05,95.67365835374149,0
2022-04-01,569458,2.05,107.13889189115646,0
2022-04-02,418081,2.05,107.13889189115646,0
2022-04-03,278908,2.05,107.13889189115646,0
2022-04-04,503033,2.05,107.13889189115646,0
2022-04-05,511739,2.05,107.13889189115646,0
2022-04-06,525366,2.05,107.13889189115646,0
2022-04-07,529151,2.05,107.13889189115646,0
2022-04-08,518972,2.05,107.13889189115646,0
2022-04-09,344656,2.05,107.13889189115646,0
2022-04-10,323750,2.05,107.13889189115646,0
2022-04-11,537838,2.05,85.28470616326531,0
2022-04-12,544292,2.05,85.28470616326531,0
2022-04-13,556019,2.05,85.28470616326531,0
2022-04-14,554289,2.05,85.28470616326531,0
2022-04-15,573700,2.05,85.28470616326531,0
2022-04-16,394937,2.05,85.28470616326531,0
2022-04-17,350985,2.05,85.28470616326531,0
2022-04-18,535712,2.05,85.28470616326531,0
2022-04-19,351636,2.05,85.28470616326531,0
2022-04-20,579617,2.05,85.28470616326531,0
2022-04-21,585133,2.05,73.56809014285714,0
2022-04-22,620060,2.05,73.56809014285714,0
2022-04-23,487018,2.05,73.56809014285714,0
2022-04-24,432097,2.05,73.56809014285714,0
2022-04-25,618202,2.05,73.56809014285714,0
2022-04-26,627617,2.05,73.56809014285714,0
2022-04-27,641995,2.05,73.56809014285714,0
2022-04-28,648689,2.05,73.56809014285714,0
2022-04-29,661453,2.05,73.56809014285714,0
2022-04-30,466238,2.05,73.56809014285714,0
2022-05-01,448064,2.05,99.65703436734694,0
2022-05-02,397241,2.05,99.65703436734694,0
2022-05-03,460154,2.05,99.65703436734694,0
2022-05-04,396378,2.05,99.65703436734694,0
2022-05-05,466693,2.05,99.65703436734694,0
2022-05-06,469890,2.05,99.65703436734694,0
2022-05-07,397152,2.05,99.65703436734694,0
2022-05-08,390036,2.05,99.65703436734694,0
2022-05-09,602885,2.05,99.65703436734694,0
2022-05-10,621592,2.05,99.65703436734694,0
2022-05-11,633278,2.05,83.48866874829932,0
2022-05-12,637041,2.05,83.48866874829932,0
2022-05-13,673122,2.05,83.48866874829932,0
2022-05-14,499935,2.05,83.48866874829932,0
2022-05-15,478755,2.05,83.48866874829932,0
2022-05-16,405267,2.05,83.48866874829932,0
2022-05-17,651016,2.05,83.48866874829932,0
2022-05-18,658858,2.05,83.48866874829932,0
